302,all,/user-privacy-policy/$,/user-privacy-policy/jp/,JP,Japan,
302,all,/user-privacy-policy/$,/user-privacy-policy/tw/,TW,Taiwan,
302,all,/user-privacy-policy/$,/user-privacy-policy/tw/,HK,Hong Kong,
302,all,/user-privacy-policy/$,/user-privacy-policy/sv/,SE,Sweden,
302,all,/user-privacy-policy/$,/user-privacy-policy/th/,TH,Thailand,
302,all,/user-privacy-policy/$,/user-privacy-policy/vi/,VN,Vietnam,
302,all,/user-agreement/$,/user-agreement/jp/,JP,Japan,
302,all,/user-privacy-policy/$,/user-privacy-policy/kr/,KR,South Korea,
302,all,/user-agreement/$,/user-agreement/kr/,KR,South Korea,
302,all,/user-agreement/$,/user-agreement/vi/,VN,Vietnam,
302,all,/user-agreement/$,/user-agreement/th/,TH,Thailand,
302,all,/user-agreement/$,/user-agreement/sv/,SE,Sweden,
302,all,/user-agreement/$,/user-agreement/tw/,TW,Taiwan,
302,all,/user-agreement/$,/user-agreement/tw/,HK,Hong Kong,
302,all,/deletion-policy/$,/deletion-policy/th/,TH,Thailand,
302,all,/deletion-policy/$,/deletion-policy/tr/,TR,Turkey,
302,all,/deletion-policy/$,/deletion-policy/tw/,TW,Taiwan,
302,all,/deletion-policy/$,/deletion-policy/kr/,KR,South Korea,
302,all,/deletion-policy/$,/deletion-policy/ja/,JP,Japan,
302,all,/game-specific-support-email/$,/game-specific-support-email/ar/,SA,Saudi Arabia,
302,all,/game-specific-support-email/$,/game-specific-support-email/kr/,KR,South Korea,
302,all,/game-specific-support-email/$,/game-specific-support-email/ms/,MY,Malaysia,
302,all,/game-specific-support-email/$,/game-specific-support-email/ja/,JP,Japan,
302,all,/game-specific-support-email/$,/game-specific-support-email/tw/,TW,Taiwan,
302,all,/game-specific-support-email/$,/game-specific-support-email/th/,TH,Thailand,
302,all,/game-specific-support-email/$,/game-specific-support-email/tr/,TR,Turkey,
302,all,/game-specific-support-email/$,/game-specific-support-email/id/,ID,Indonesia,
302,all,/game-specific-support-email/$,/game-specific-support-email/vi/,VN,Vietnam,
302,all,/young-persons-privacy-policy/$,/young-persons-privacy-policy/es/,ES,Spain,
302,all,/young-persons-privacy-policy/$,/young-persons-privacy-policy/sv/,SE,Sweden,
302,all,/young-persons-privacy-policy/$,/young-persons-privacy-policy/ru/,RU,Russia,
302,all,/young-persons-privacy-policy/$,/young-persons-privacy-policy/pt/,PT,Portugal,
302,all,/young-persons-privacy-policy/$,/young-persons-privacy-policy/it/,IT,Italy,
302,all,/young-persons-privacy-policy/$,/young-persons-privacy-policy/de/,DE,Germany,
302,all,/young-persons-privacy-policy/$,/young-persons-privacy-policy/fr/,FR,France,
302,all,/young-persons-privacy-policy/$,/young-persons-privacy-policy/nl/,NL,Netherlands,
302,all,/young-persons-privacy-policy/$,/young-persons-privacy-policy/bul/,BG,Bulgaria,
302,all,/young-persons-terms-and-conditions/$,/young-persons-terms-and-conditions/de/,DE,Germany,
302,all,/young-persons-terms-and-conditions/$,/young-persons-terms-and-conditions/es/,ES,Spain,
302,all,/young-persons-terms-and-conditions/$,/young-persons-terms-and-conditions/fr/,FR,France,
302,all,/young-persons-terms-and-conditions/$,/young-persons-terms-and-conditions/it/,IT,Italy,
302,all,/young-persons-terms-and-conditions/$,/young-persons-terms-and-conditions/nl/,NL,Netherlands,
302,all,/young-persons-terms-and-conditions/$,/young-persons-terms-and-conditions/pl/,PL,Poland,
302,all,/young-persons-terms-and-conditions/$,/young-persons-terms-and-conditions/pt/,PT,Portugal,
302,all,/young-persons-terms-and-conditions/$,/young-persons-terms-and-conditions/ru/,RU,Russia,
302,all,/young-persons-terms-and-conditions/$,/young-persons-terms-and-conditions/sv/,SE,Sweden,
302,funplus.com,/funplus-general-campaign-terms-and-conditions/$,/funplus-general-campaign-terms-and-conditions/ru/,RU,Russia,
302,funplus.com,/funplus-general-campaign-terms-and-conditions/$,/funplus-general-campaign-terms-and-conditions/pt/,PT,Portugal,
302,funplus.com,/funplus-general-campaign-terms-and-conditions/$,/funplus-general-campaign-terms-and-conditions/ko/,KR,South Korea,
302,funplus.com,/funplus-general-campaign-terms-and-conditions/$,/funplus-general-campaign-terms-and-conditions/ja/,JP,Japan,
302,funplus.com,/funplus-general-campaign-terms-and-conditions/$,/funplus-general-campaign-terms-and-conditions/fr/,FR,France,
302,funplus.com,/funplus-general-campaign-terms-and-conditions/$,/funplus-general-campaign-terms-and-conditions/es/,ES,Spain,
302,funplus.com,/funplus-general-campaign-terms-and-conditions/$,/funplus-general-campaign-terms-and-conditions/de/,DE,Germany,
